,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13387,Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.18
13388,GTR Evolution,PC,2008,Racing,Atari,0.0,0.02,0.0,0.01,0.03
13389,NFL Street,GC,2004,Sports,Electronic Arts,0.27,0.07,0.0,0.01,0.35
13390,Super Monkey Ball,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46
13391,MLB 09: The Show,PS2,2009,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33
13392,Dance! It's Your Stage,PS3,2011,Misc,DTP Entertainment,0.0,0.02,0.0,0.01,0.03
13393,FIFA 12,PS3,2011,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69
13394,Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18
13395,Xbox Live Arcade Unplugged Volume 1,X360,2006,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.01,0.07
13396,Disney's Kim Possible: Kimmunicator,DS,2005,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13
13397,Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,0.2,0.14,0.22,0.09,0.65
13398,Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04
13399,Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
13400,The Legendary Starfy,DS,2008,Platform,Nintendo,0.61,0.0,0.2,0.05,0.86
13401,Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0.0,0.0,0.0,0.02
13402,iCarly,Wii,2009,Adventure,Activision,0.42,0.0,0.0,0.03,0.45
13403,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.8
13404,Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0.0,0.04,0.55
13405,The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02
13406,Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26
13407,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
13408,NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61
13409,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
13410,Raiders of the Lost Ark,2600,1981,Action,Atari,0.46,0.03,0.0,0.01,0.5
13411,Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,0.17,0.29,0.0,0.06,0.52
13412,HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0.0,0.0,0.02,0.0,0.02
13413,Big League Sports: Summer,DS,2009,Sports,Activision,0.1,0.0,0.0,0.01,0.11
13414,Nickelodeon Party Blast,XB,2002,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22
13415,Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,0.02,0.0,0.0,0.0,0.02
13416,Senritsu no Stratus,PSP,2011,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
13417,MLB 99,PS,1998,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86
13418,Samurai Warriors,XB,2004,Action,Tecmo Koei,0.05,0.02,0.0,0.0,0.07
13419,Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11
13420,Mercenaries: Playground of Destruction,PS2,2005,Action,LucasArts,0.64,0.02,0.0,0.1,0.76
13421,Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft,0.06,0.02,0.0,0.0,0.08
13422,Taito Legends Power Up,PSP,2007,Action,Destineer,0.05,0.0,0.0,0.0,0.05
13423,Bottom of the 9th '99,PS,1998,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.05
13424,Aggressive Inline,PS2,2002,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.34
13425,Final Fantasy Adventure,GB,1991,Role-Playing,SquareSoft,0.0,0.0,0.38,0.0,0.38
13426,100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,0.51
13427,Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
13428,Pro Yaky? Spirits 2010,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
13429,Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
13430,Apocalypse,PS,1998,Action,Activision,0.25,0.17,0.0,0.03,0.45
13431,Monopoly Collection,Wii,2011,Misc,Electronic Arts,0.02,0.07,0.0,0.01,0.1
13432,Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,Tecmo Koei,0.04,0.03,0.0,0.01,0.08
13433,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.54
13434,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77
13435,Centipede: Infestation,3DS,2011,Shooter,Atari,0.04,0.0,0.0,0.0,0.04
13436,"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005,Platform,Midway Games,0.08,0.03,0.0,0.0,0.11
13437,Monster Guardians,GBA,2001,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
13438,To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
13439,FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0.0,0.13,1.69
13440,Worms Armageddon,PS,1999,Strategy,Microprose,0.18,0.81,0.0,0.08,1.07
13441,Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0.0,0.01,0.06
13442,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007,Misc,Spike,0.0,0.0,0.05,0.0,0.05
13443,Mushihimesama,X360,2012,Action,Cave,0.0,0.0,0.02,0.0,0.02
13444,The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
13445,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05
13446,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.49,0.08,0.23,1.85
13447,JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,TYO,0.23,0.16,0.0,0.03,0.42
13448,Tales of Phantasia,GBA,2003,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29
13449,Pimp My Ride,Wii,2008,Racing,Activision,0.1,0.0,0.0,0.01,0.11
13450,Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.1
13451,Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.13,0.03,0.0,0.0,0.16
13452,Jungle Hunt,2600,1982,Platform,Atari,1.03,0.06,0.0,0.01,1.1
13453,Persona 4: Golden,PSV,2012,Role-Playing,Atlus,0.46,0.34,0.38,0.21,1.39
13454,Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,0.0,0.0,0.23,0.0,0.23
13455,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003,Misc,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22
13456,Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73
13457,CSI: 3 Dimensions of Murder,PS2,2007,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.15
13458,Super PickUps,Wii,2009,Racing,XS Games,0.01,0.0,0.0,0.0,0.01
13459,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
13460,Jampack Winter 2003 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.39
13461,Madden NFL 2001,N64,2000,Sports,Electronic Arts,0.6,0.03,0.0,0.01,0.64
13462,Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47
13463,Blazer Drive,DS,2008,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01
13464,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0,0.03
13465,Thunder Truck Rally,PS,1997,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14
13466,Playmobil Top Agents,DS,2010,Action,JoWood Productions,0.0,0.04,0.0,0.0,0.04
13467,Harvest Moon DS Cute (US sales),DS,2005,Simulation,Marvelous Interactive,0.3,0.0,0.0,0.0,0.3
13468,Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,0.0,0.0,0.1,0.0,0.1
13469,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.77
13470,Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.54,0.46,0.0,0.12,1.12
13471,Terraria,PC,2011,Action,Unknown,0.0,0.13,0.0,0.02,0.15
13472,Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.03,0.01,0.0,0.0,0.04
13473,Madden NFL 16,X360,2015,Sports,Electronic Arts,0.82,0.05,0.0,0.1,0.97
13474,MotoGP 07,PS2,2007,Racing,Capcom,0.05,0.04,0.0,0.01,0.1
13475,Girl Time,DS,2009,Simulation,THQ,0.11,0.0,0.0,0.01,0.12
13476,Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.56,0.11,0.0,0.15,0.82
13477,Madden NFL 10,PS2,2009,Sports,Electronic Arts,0.88,0.0,0.0,0.1,0.98
13478,Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0.0,0.0,0.0,0.01
13479,Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.9
13480,Pitball,PS,1996,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0,0.02
13481,DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0.0,0.09,0.75
13482,NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.65
13483,Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.1
13484,BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.84
13485,Power Pro Kun Pocket 2,GB,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.0,0.25
13486,Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08
13487,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,2005,Action,Disney Interactive Studios,0.22,0.06,0.0,0.01,0.29
13488,Avatar: The Last Airbender - The Burning Earth,PS2,2007,Action,THQ,0.21,0.16,0.0,0.05,0.42
13489,Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04
13490,Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.96
13491,Karaoke Joysound Wii DX,Wii,2009,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09
13492,I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.77,0.0,0.0,0.06,0.83
13493,Zero: Tsukihami no Kamen,Wii,2008,Action,Nintendo,0.0,0.0,0.08,0.0,0.08
13494,Himawari: Pebble in the Sky Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01
13495,Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.12
13496,Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08
13497,Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06
13498,UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14
13499,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2
13500,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.34,0.0,0.13,1.42
13501,Disney Princess: Magical Jewels,DS,2007,Adventure,Disney Interactive Studios,1.15,0.2,0.0,0.12,1.47
13502,Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0.0,0.09,0.11,0.03,0.23
13503,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.03
13504,Company of Heroes: Anthology,PC,2009,Strategy,THQ,0.0,0.15,0.0,0.04,0.19
13505,Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04
13506,Guitar Hero: Van Halen,PS3,2009,Misc,Activision,0.14,0.09,0.0,0.04,0.27
13507,Vertigo,Wii,2009,Strategy,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05
13508,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47
13509,Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0.0,0.02,0.13
13510,Shadow The Hedgehog,XB,2005,Platform,Sega,0.13,0.04,0.0,0.01,0.18
13511,Let's Play Garden,Wii,2010,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02
13512,Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0.0,0.04,0.46
13513,Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0.0,0.0,0.07
13514,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
13515,Zoo Hospital,DS,2007,Simulation,Eidos Interactive,0.03,0.0,0.0,0.0,0.03
13516,One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19
13517,Major League Baseball 2K12,PSP,2012,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09
13518,Goemon's Great Adventure,N64,1998,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31
13519,Smiley World: Island Challenge,DS,2009,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
13520,Bee Movie Game,Wii,2007,Action,Activision,0.31,0.01,0.0,0.03,0.35
13521,Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,0.14,0.12,0.0,0.02,0.28
13522,SpongeBob vs The Big One: Beach Party Cook Off,DS,2009,Adventure,THQ,0.24,0.11,0.0,0.04,0.39
13523,Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08
13524,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.14
13525,Deadpool,XOne,2015,Action,Activision,0.08,0.03,0.0,0.01,0.12
13526,Rugby League Live 3,XOne,2015,Action,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01
13527,F1 2014,PC,2014,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1
13528,Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,0.46,0.01,0.0,0.04,0.51
13529,Texas Hold 'Em Poker DS,DS,2005,Misc,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
13530,Pirates of the Caribbean: At World's End,DS,2007,Action,Disney Interactive Studios,0.3,0.01,0.01,0.03,0.35
13531,International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
13532,McFarlane's Evil Prophecy,PS2,2004,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
13533,The Magic School Bus: Oceans,DS,2011,Adventure,Scholastic Inc.,0.21,0.0,0.0,0.01,0.22
13534,Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0.0,0.0,0.03,0.0,0.03
13535,F1 Pole Position 64,N64,1997,Racing,Ubisoft,0.11,0.13,0.0,0.01,0.25
13536,Zenses: Rainforest,DS,2008,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12
13537,Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive,0.02,0.0,0.0,0.0,0.02
13538,NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.1
13539,Vanguard Bandits,PS,1998,Strategy,Human Entertainment,0.04,0.03,0.0,0.0,0.07
13540,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.22
13541,Spartan: Total Warrior,GC,2005,Action,Sega,0.05,0.01,0.0,0.0,0.06
13542,Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.23,0.09,0.0,0.01,0.33
13543,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
13544,Poupee Girl DS,DS,2009,Misc,Alvion,0.0,0.0,0.02,0.0,0.02
13545,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28
13546,NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86
13547,Medarot 3: Kabuto / Kuwagata Version,GB,2000,Role-Playing,Imagineer,0.0,0.0,0.27,0.0,0.27
13548,Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.44,0.0,0.08,0.97
13549,Super Hero Generation,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13550,Shin Sangoku Musou 4 Special,X360,2005,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
13551,Vampire Legends: Power of Three,DS,2010,Adventure,THQ,0.07,0.0,0.0,0.0,0.07
13552,Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,0.06,0.0,0.0,0.01,0.07
13553,NHL 12,PS3,2011,Sports,Electronic Arts,0.36,0.16,0.0,0.07,0.59
13554,Dragon Zakura DS,DS,2007,Misc,Electronic Arts,0.0,0.0,0.01,0.0,0.01
13555,SEGA Bass Fishing Duel,PS2,2002,Sports,Sega,0.09,0.07,0.0,0.02,0.18
13556,I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
13557,Harvest Moon: Boy & Girl,PSP,2005,Simulation,Marvelous Interactive,0.08,0.0,0.0,0.01,0.09
13558,Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games,0.6,0.41,0.0,0.07,1.08
13559,Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.11
13560,NHL Slapshot,Wii,2010,Sports,Unknown,0.4,0.0,0.0,0.02,0.42
13561,Tak and the Power of Juju,GC,2003,Platform,THQ,0.31,0.08,0.0,0.01,0.4
13562,Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.08,0.1,0.23,0.05,0.46
13563,The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
13564,Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.42
13565,Star Fighter,PS,1995,Shooter,Telstar,0.04,0.02,0.0,0.0,0.06
13566,Bob the Builder: Can We Fix It?,PS,2000,Action,THQ,0.31,0.21,0.0,0.04,0.56
13567,Lost Heroes 2,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
13568,MotoGP '07,X360,2007,Racing,THQ,0.23,0.0,0.0,0.02,0.25
13569,Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04
13570,Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.48
13571,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.23
13572,C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.03
13573,Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25
13574,The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16
13575,Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.19
13576,Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.06,0.02,0.0,0.01,0.09
13577,Harry Potter and the Prisoner of Azkaban,GC,2004,Action,Electronic Arts,0.29,0.08,0.0,0.01,0.38
13578,Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,0.0,0.0,0.02,0.0,0.02
13579,Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04
13580,My Word Coach,Wii,2007,Misc,Ubisoft,0.46,0.02,0.0,0.04,0.52
13581,Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.08,0.02,0.0,0.01,0.11
13582,Custom Robo,N64,2000,Role-Playing,Nintendo,0.0,0.0,0.29,0.04,0.33
13583,Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.06
13584,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
13585,Doubutsu no Mori,N64,2001,Simulation,Nintendo,0.0,0.0,0.26,0.05,0.31
13586,Scribblenauts: Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.09,0.0,0.03,0.38
13587,NCAA GameBreaker 2001,PS2,2000,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15
13588,Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0.0,0.02,0.18
13589,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
13590,Paws & Claws: Pet Vet,Wii,2009,Simulation,THQ,0.09,0.0,0.0,0.01,0.1
13591,Forgotten Realms: Demon Stone,XB,2004,Action,Atari,0.06,0.02,0.0,0.0,0.08
13592,Kouchuu Ouja Mushi King,GBA,2005,Action,Sega,0.0,0.0,0.7,0.02,0.72
13593,NBA Jam,Wii,2010,Sports,Electronic Arts,0.38,0.03,0.0,0.03,0.44
13594,FlatOut: Head On,PSP,2008,Racing,Empire Interactive,0.13,0.11,0.0,0.06,0.3
13595,Azada,3DS,2012,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02
13596,Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,0.03,0.03,0.38,0.02,0.46
13597,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012,Misc,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63
13598,Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,0.06,0.02,0.0,0.0,0.08
13599,LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.7
13600,Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0.0,0.01,0.75,1.25
13601,Dark Void,X360,2010,Action,Capcom,0.19,0.09,0.0,0.03,0.31
13602,Dragon Quest X: All in One Package,WiiU,2015,Role-Playing,Square Enix,0.0,0.0,0.01,0.0,0.01
13603,Sébastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01
13604,Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.16
13605,Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.04
13606,Murdered: Soul Suspect,X360,2014,Action,Square Enix,0.06,0.04,0.0,0.01,0.11
13607,Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16
13608,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
13609,Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,0.03,0.02,0.0,0.0,0.05
13610,Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.15,0.0,0.0,0.01,0.16
13611,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78
13612,America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25
13613,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.1
13614,Ice Climber,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5
13615,Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
13616,The Orange Box,PC,2007,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14
13617,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0.0,0.0,0.05
13618,Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18
13619,Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84
13620,Tringo,GBA,2006,Puzzle,Liquid Games,0.01,0.0,0.0,0.0,0.01
13621,Stellaris,PC,2016,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
13622,Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,0.3,0.22,0.02,0.04,0.58
13623,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.2
13624,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19
13625,Viewpoint,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
13626,ATV: Quad Power Racing,GBA,2002,Racing,Liquid Games,0.18,0.07,0.0,0.0,0.25
13627,Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.2
13628,God Eater Resurrection,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
13629,NCAA Final Four 2001,PS2,2000,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
13630,Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,0.05,0.01,0.0,0.0,0.06
13631,LEGO Indiana Jones 2: The Adventure Continues,PSP,2009,Action,Activision,0.21,0.24,0.0,0.14,0.59
13632,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0.0,0.0,0.18,0.0,0.18
13633,Arx Fatalis,XB,2003,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05
13634,Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59
13635,Nep League DS,DS,2007,Sports,Jaleco,0.0,0.0,0.18,0.0,0.18
13636,The BIGS 2,PSP,2009,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1
13637,Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.07,0.04,0.0,0.01,0.12
